name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"London,UK",2013-01-21,35.3,29,31.9,34.4,24.3,28.6,28.9,89,0.12,100,8.33,"rain,snow",,1.8,,5,203.8,994.6,0.3,5.8,49.9,4.3,2,,2013-01-21T07:53:26,2013-01-21T16:30:49,0.37,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-22,38,25.8,33.5,30.9,22.4,28,30,87.8,0.04,100,4.17,rain,,1.3,28.9,15.8,77.4,1001.5,0.2,5.6,22.3,2,1,,2013-01-22T07:52:17,2013-01-22T16:32:31,0.4,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-23,37.7,35.3,36.4,31,28.5,29.5,31.2,81.3,0.05,100,8.33,rain,,0.9,,11.1,72.3,1007.7,0.4,5,36.6,3,2,,2013-01-23T07:51:06,2013-01-23T16:34:15,0.44,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-24,37.1,33,35.6,36.7,27,31.4,29,76.9,0,0,0,,,,,11.8,75.3,1016.5,0.3,9.3,49.6,4.3,2,,2013-01-24T07:49:52,2013-01-24T16:35:59,0.47,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-25,38,29.6,34.6,33.9,24.9,29.1,28.4,78.1,0,0,0,,,,30,14.2,163.3,1014.5,0.3,10.9,39.8,3.4,2,,2013-01-25T07:48:36,2013-01-25T16:37:43,0.49,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-26,46.1,35.9,41.6,41.3,28.6,35.4,37.6,86.3,0,0,0,,,,41.4,17,217.3,1006.5,0.2,10,69.4,6.1,3,,2013-01-26T07:47:17,2013-01-26T16:39:29,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-27,50.6,41.1,46.9,50.6,35.2,40.8,39.6,76.8,0.06,100,8.33,rain,,,41.6,24.9,226.9,998,0.3,15,67,5.6,3,,2013-01-27T07:45:56,2013-01-27T16:41:15,0.5,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-28,51.5,37.7,44.4,51.5,30.8,39,39.9,84.4,0.02,100,4.17,rain,,,45.5,25.1,219.4,1005.6,0.3,17.2,37,3.1,2,,2013-01-28T07:44:33,2013-01-28T16:43:02,0.51,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-29,56.6,49.7,53.7,56.6,45.4,53.3,50.3,88.4,0.02,100,4.17,rain,,,40.3,23.1,224.6,1003.4,0.5,12,26.7,2.3,2,,2013-01-29T07:43:08,2013-01-29T16:44:50,0.53,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-30,55.1,45.8,50.7,55.1,39,47.9,43.2,76.7,0.04,100,4.17,rain,,,44.4,26.4,245.9,1007.2,0.3,16.7,67,5.7,3,,2013-01-30T07:41:40,2013-01-30T16:46:38,0.56,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-01-31,50.3,45.2,48.2,50.3,38,42.7,40.5,74.9,0,0,0,,,,41.5,24.1,240.8,1012.6,0.3,13.9,63.6,5.4,3,,2013-01-31T07:40:10,2013-01-31T16:48:26,0.6,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-01,47,40.4,43.6,42,37.6,39.8,39.1,84.4,0.24,100,8.33,rain,,,33.3,14.5,268.8,1002.5,0.3,16.6,46.4,4.1,2,,2013-02-01T07:38:39,2013-02-01T16:50:15,0.64,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-02,42.5,35.8,40.2,37.1,29.6,33.7,30.8,69.3,0,0,0,,,,30,15.7,328.4,1015.7,0.2,25.1,72,6.3,3,,2013-02-02T07:37:05,2013-02-02T16:52:04,0.69,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-03,48.5,32.6,41.2,44.7,27.8,35.9,36.4,82.8,0,0,0,,,,,16.7,243.3,1019,0.3,21.8,15.3,1.3,1,,2013-02-03T07:35:29,2013-02-03T16:53:53,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-04,51.5,43.4,48.7,51.5,36,44.9,39,70.6,0,0,0,,,,40.3,19.7,263.3,1012.5,0.4,16.5,85.8,7.3,4,,2013-02-04T07:33:52,2013-02-04T16:55:43,0.81,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-05,44.3,36.2,40.6,36.7,27.5,32,32.2,72.7,0,0,0,,,,42.5,22.9,259.3,1000.3,0.3,24.8,55.6,4.8,2,,2013-02-05T07:32:13,2013-02-05T16:57:33,0.86,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-06,43.4,38,41.1,37.2,30.6,33.5,32.8,72.7,0.04,100,4.17,rain,,,38.3,18.1,305.2,1006.9,3.6,25.5,72.3,6.4,4,,2013-02-06T07:30:32,2013-02-06T16:59:23,0.91,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-07,42.9,34.8,38.3,37.5,28,32.9,28.6,68.6,0.01,100,4.17,rain,,,,12.8,290.4,1018.1,0.2,22.2,52.1,4.5,2,,2013-02-07T07:28:49,2013-02-07T17:01:13,0.95,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-08,42.9,34.4,38.6,37.3,31.1,34.6,31.4,75.9,0.12,100,4.17,rain,,,28.9,11.8,320.9,1019.5,0.2,11.2,83.7,7.3,4,,2013-02-08T07:27:04,2013-02-08T17:03:03,0.98,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-09,39.5,35.7,37.8,36.6,30.6,33.8,33.2,83.8,0.04,100,8.33,rain,,,,11.5,205.2,1018.9,0.3,11.8,72.7,6,4,,2013-02-09T07:25:18,2013-02-09T17:04:53,1,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-10,41.3,34.1,38.4,36,25.3,31.6,36.4,92.7,0.28,100,12.5,rain,,,28.9,14.6,132.1,999.4,0.4,4.6,14.2,1.2,1,,2013-02-10T07:23:30,2013-02-10T17:06:43,0,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-11,35.9,33.5,34.9,29.7,26.1,28.5,32.7,91.8,0.47,100,12.5,"rain,snow",,0.4,,9.1,49.8,999.2,0.3,2.6,43.9,3.7,2,,2013-02-11T07:21:41,2013-02-11T17:08:33,0.01,"Snow, Rain",Clear conditions throughout the day with a chance of rain or snow throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-12,36.6,35,35.6,32.3,28.8,30.6,28,73.6,0.02,100,4.17,"rain,snow",,,,8.2,42.5,1015.2,0.2,4.4,74.4,6.6,3,,2013-02-12T07:19:50,2013-02-12T17:10:23,0.03,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-13,38,34.4,35.7,35.3,26.4,29.5,26.8,70.3,0,0,0,,,,30,12.2,128.5,1021.2,0.3,4.4,40.4,3.6,2,,2013-02-13T07:17:58,2013-02-13T17:12:13,0.06,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-14,51.9,39.8,46.5,51.9,31.8,42.6,40.3,79.9,0.06,100,8.33,rain,,,33.3,16.1,248,1011.5,0.3,17.2,87.7,7.7,4,,2013-02-14T07:16:05,2013-02-14T17:14:03,0.1,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-15,51.1,36.2,43.9,51.1,32.8,41.1,36,74.8,0,0,0,,,,,9.2,273,1019.9,0.1,16.9,75.7,6.4,4,,2013-02-15T07:14:10,2013-02-15T17:15:52,0.14,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-16,50.6,40.2,44.9,50.6,40.2,44.1,34.4,68.4,0,0,0,,,,,5.7,180.4,1023.6,0.2,16.4,80,6.9,3,,2013-02-16T07:12:14,2013-02-16T17:17:42,0.19,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-17,51.5,37.6,41.3,51.5,33.5,38.2,35.9,82.4,0,0,0,,,,,11.2,99.8,1021.7,0.1,8.3,115.8,10.1,5,,2013-02-17T07:10:16,2013-02-17T17:19:31,0.23,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-18,46.1,35.3,40.2,42.4,32.2,36.1,34.8,81.5,0,0,0,,,,,10.8,97.1,1020.4,0.1,7,116.9,10.2,5,,2013-02-18T07:08:18,2013-02-18T17:21:20,0.28,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-19,51.2,29.9,40.6,51.2,29.9,40.2,33,77.1,0,0,0,,,,,3.6,154.2,1019.6,0,6.2,118.5,10.3,5,,2013-02-19T07:06:18,2013-02-19T17:23:09,0.33,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-20,42.2,35.7,38.5,39.4,27.1,32,31.2,76.2,0.04,100,8.33,rain,,,,15.2,87.1,1023,0.2,9.4,110.8,9.4,5,,2013-02-20T07:04:17,2013-02-20T17:24:58,0.37,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-21,36.8,34.1,35.5,29.2,25.3,27,22,57.8,0,0,0,,,,,13.9,81.6,1024,0.2,19.6,116.3,10,4,,2013-02-21T07:02:15,2013-02-21T17:26:46,0.41,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-22,35.3,33.2,34.4,27.2,24.7,25.9,22,60.2,0,0,0,,,,,13.9,47.5,1020.5,0.3,21.9,93.3,8.2,4,,2013-02-22T07:00:12,2013-02-22T17:28:34,0.44,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-23,35.9,33,34.5,29.7,24.9,27.2,24.3,66.2,0,0,0,,,,,11.2,44.8,1020.9,0.3,10.9,79.6,6.8,3,,2013-02-23T06:58:08,2013-02-23T17:30:22,0.47,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-24,36.8,34.1,35.4,29.2,26.6,27.9,26.2,68.9,0,0,0,,,,,12.6,36.7,1024,0.2,15.4,86.5,7.5,4,,2013-02-24T06:56:03,2013-02-24T17:32:10,0.49,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-25,40.7,35.7,38.5,34,28.2,31.2,32.8,80,0,0,0,,,,,15,62.1,1027.1,0.3,8,95.2,8.2,4,,2013-02-25T06:53:57,2013-02-25T17:33:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-26,41.6,37.7,39.7,36.1,29.8,33.2,36.8,89.1,0.01,100,4.17,rain,,,,14.2,43.5,1032.2,0.2,2.6,81.9,7,3,,2013-02-26T06:51:51,2013-02-26T17:35:44,0.5,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-27,44.3,36.6,39.3,38.6,28.4,32.6,33.4,79.9,0.01,100,4.17,rain,,,28.9,12.3,41.3,1034.2,0.2,7.7,116.2,10,5,,2013-02-27T06:49:43,2013-02-27T17:37:31,0.52,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-02-28,46.5,37.1,40.3,41.2,29.8,34.2,33.6,77.1,0,0,0,,,,,12.4,43.1,1029.7,0.3,12.4,37.3,3.3,1,,2013-02-28T06:47:35,2013-02-28T17:39:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-01,44.7,37.5,41.1,38.5,29.7,35.6,33.8,76.1,0.02,100,4.17,rain,,,,12.8,38.7,1029.2,0.3,12.5,88.5,7.5,4,,2013-03-01T06:45:26,2013-03-01T17:41:03,0.57,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-02,41.1,34.9,38.5,37.6,32.2,34.7,29.4,69.6,0,0,0,,,,,9.4,44.5,1027.7,0.2,17.8,114.3,9.9,4,,2013-03-02T06:43:16,2013-03-02T17:42:49,0.62,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-03,47,31.2,39.3,41.7,31.2,36.2,32.8,78.3,0,0,0,,,,,13.1,64.5,1023.5,0.2,11.4,138,12,5,,2013-03-03T06:41:06,2013-03-03T17:44:35,0.68,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-04,48.8,36.7,41.1,44.2,31,36.1,33.6,75.6,0,0,0,,,,,12,87.7,1013.7,0.1,5,148,12.8,5,,2013-03-04T06:38:54,2013-03-04T17:46:20,0.73,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-05,61.8,36.2,47.8,61.8,33.4,46.4,38.3,72.3,0,0,0,,,,,7.6,108.3,1004.5,0,8.6,138.7,11.8,5,,2013-03-05T06:36:43,2013-03-05T17:48:05,0.79,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-06,56.6,47,50.7,56.6,45,49.6,40.9,69.6,0,0,0,,,,,7.7,77.4,1000.6,0.3,6.8,98.2,8.5,4,,2013-03-06T06:34:30,2013-03-06T17:49:50,0.84,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-07,49.7,45.8,48,47.6,43.8,45.6,45.8,92,0.1,100,8.33,rain,,,,8,78.3,996.9,0.3,2,41.8,3.5,2,,2013-03-07T06:32:18,2013-03-07T17:51:34,0.9,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-08,50.3,47,48.8,50.3,44.5,47.1,47.6,95.6,0.35,100,12.5,rain,,,,6.4,53.8,997.6,0.3,1.7,35.7,3,2,,2013-03-08T06:30:04,2013-03-08T17:53:18,0.94,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-09,47.4,39.5,43.7,47,34.3,40.5,40.2,87.4,0.22,100,8.33,rain,,,,7.5,203.8,1002.5,0.2,4.2,44.5,3.9,2,,2013-03-09T06:27:50,2013-03-09T17:55:02,0.97,Rain,Clear conditions throughout the day with rain clearing later.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-10,38.9,34.8,37.2,32.6,24.8,29.2,31.3,79,0,0,0,,,,31.1,16.5,42.5,1006,0.3,15.9,123.4,10.6,5,,2013-03-10T06:25:36,2013-03-10T17:56:46,0.99,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-11,34.4,29.9,32.2,24.4,17.4,20.4,23.2,69.5,0,0,0,,,1.3,40.8,22,49,1007.2,0.5,17,55.4,4.8,2,,2013-03-11T06:23:21,2013-03-11T17:58:29,1,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-12,40.2,29.6,34.6,31.4,17,24.7,21.6,60.2,0,0,0,,,2,39.5,22.2,58.5,1008.9,0.4,19.7,149.1,12.8,5,,2013-03-12T06:21:06,2013-03-12T18:00:13,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-13,44.8,34.9,38.2,39.1,28.8,32.4,29.4,71.2,0.03,100,4.17,rain,,,,11.8,284.5,1010.8,0.1,19.6,122.6,10.8,5,,2013-03-13T06:18:51,2013-03-13T18:01:56,0.02,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-14,44.7,31.7,38.3,41.1,27.2,34.6,26.2,64,0,0,0,,,,,8.3,296.9,1015.7,0.1,15.6,142,12.4,5,,2013-03-14T06:16:35,2013-03-14T18:03:38,0.04,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-15,47.9,38.6,43.3,41.6,32.9,36.9,36.8,78.2,0.04,100,4.17,rain,,,36.9,18.6,207,1007.6,0.4,14.6,41.7,3.5,2,,2013-03-15T06:14:19,2013-03-15T18:05:21,0.07,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-16,46.5,42.9,44.6,39.9,35.3,37.3,39.9,83.6,0.16,100,8.33,rain,,,40.5,21.6,187.6,995.9,0.5,12.7,26.5,2.3,1,,2013-03-16T06:12:03,2013-03-16T18:07:03,0.11,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-17,45.7,36.6,41.8,40.6,31.7,37.2,37.8,85.9,0.19,100,8.33,rain,,,,12.9,219.4,990.3,0.3,14.8,78.8,6.6,5,,2013-03-17T06:09:47,2013-03-17T18:08:46,0.14,Rain,Clear conditions throughout the day with rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-18,46.5,31.7,39.1,45.2,31.7,37.9,36.3,90,0.35,100,4.17,rain,,,,5.1,84.5,991.1,0.3,6.9,59.5,5.1,2,,2013-03-18T06:07:30,2013-03-18T18:10:28,0.19,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-19,47,38,41.1,43.1,33.2,38.6,35.5,81,0.04,100,4.17,rain,,,,8.1,99.6,997.5,0.2,7.7,140.8,12.2,5,,2013-03-19T06:05:14,2013-03-19T18:12:09,0.24,Rain,Clear conditions throughout the day with early morning rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-20,43.4,37.1,39.8,38.9,31.5,35.2,35,82.9,0,0,0,,,,,8.2,101.8,1006.8,0.3,4,152,13.1,6,,2013-03-20T06:02:57,2013-03-20T18:13:51,0.28,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-21,44.3,34.4,39.7,37.8,30.3,33.5,31.7,73.3,0,0,0,,,,28.9,16.6,100.5,1015.9,0.3,9.1,75.9,6.5,2,,2013-03-21T06:00:40,2013-03-21T18:15:33,0.33,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-22,41.1,37.1,39.2,32.9,28.5,30.6,32.8,77.9,0.02,100,4.17,rain,,,35.5,19.1,87.3,1009.6,0.5,3.8,101.7,8.7,5,,2013-03-22T05:58:23,2013-03-22T18:17:14,0.38,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-23,38,34.1,35.3,29.3,25.1,26.9,33.1,91.4,0.31,100,12.5,"rain,snow",,0.8,28.9,15.2,72.7,1009.7,0.3,2.7,53.2,4.5,2,,2013-03-23T05:56:06,2013-03-23T18:18:55,0.42,"Snow, Rain",Clear conditions throughout the day with a chance of rain or snow throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-24,35.3,32.3,33.6,27.9,22.2,24.7,27.1,77.3,0.02,100,4.17,"rain,snow",,,,14.2,61.3,1012.8,0.3,9.2,102.6,8.8,3,,2013-03-24T05:53:49,2013-03-24T18:20:37,0.45,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-25,35.7,33.9,34.8,27.8,24,25.9,23.6,63.4,0,0,0,,,,32.2,16.6,52.4,1014.3,0.4,12.9,176.8,15.4,6,,2013-03-25T05:51:32,2013-03-25T18:22:18,0.48,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-26,35.9,34.1,34.9,28.9,25.2,26.6,23.4,62.5,0,0,0,,,,,14,48.9,1013.4,0.4,12.2,146.7,12.7,5,,2013-03-26T05:49:15,2013-03-26T18:23:59,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-27,39.5,32.3,35.7,32.2,24.9,28.7,24,62.4,0,0,0,,,,,13.4,46.9,1011.7,0.3,11.6,142.7,12.2,4,,2013-03-27T05:46:58,2013-03-27T18:25:39,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-28,40.4,31.4,36.3,34,25.1,29.9,24.9,64.4,0,0,0,,,,,12.7,49.8,1012.4,0.2,11.4,155.3,13.5,5,,2013-03-28T05:44:41,2013-03-28T18:27:20,0.51,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-29,42.9,32.1,36.9,36.8,27,31.2,24.4,61.2,0,0,0,,,,,12.9,50.5,1010.9,0.2,19.1,174.4,15,5,,2013-03-29T05:42:25,2013-03-29T18:29:01,0.53,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-30,42,34.4,37.8,36.3,27.8,31.8,27.4,66.1,0,0,0,,,,,12.5,44.1,1011.4,0.3,15.3,162.2,14.2,5,,2013-03-30T05:40:08,2013-03-30T18:30:42,0.56,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-03-31,41.6,30.4,36.4,36,27.5,32,25.7,66.1,0,0,0,,,,,10.8,75.1,1014.6,0.1,17.9,184.7,15.2,6,,2013-03-31T06:37:52,2013-03-31T19:32:22,0.61,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-01,43.8,34.4,37.9,36,26.9,30.5,25.9,62.8,0,0,0,,,,32.2,18.5,66.3,1011.5,0.2,14.1,185.8,16,6,,2013-04-01T06:35:36,2013-04-01T19:34:03,0.66,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-02,47.6,32.6,39.5,40.9,24.5,32.3,23.6,55.8,0,0,0,,,,33.3,19.5,53.2,1014.6,0,21.8,236.4,20.4,7,,2013-04-02T06:33:20,2013-04-02T19:35:43,0.71,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-03,40.4,33.5,37.5,32.2,26.7,29.5,25.6,62.8,0,0,0,,,,34.5,19.7,41.9,1017.4,0.3,16.5,181.2,15.6,6,,2013-04-03T06:31:05,2013-04-03T19:37:24,0.77,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-04,38.4,34.1,36.6,30.5,26,28.1,28.4,72.5,0.02,100,4.17,rain,,,33.3,16.1,36.8,1014.3,0.3,12,157.3,13.6,5,,2013-04-04T06:28:50,2013-04-04T19:39:04,0.83,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-05,46.5,35.9,40.3,40.1,26.9,32.6,26.6,59.6,0,0,0,,,,33.3,17.7,32.6,1015.2,0.4,17.6,101.2,8.7,3,,2013-04-05T06:26:35,2013-04-05T19:40:45,0.88,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-06,51,34.1,41.7,51,27.7,37.2,28.1,61.6,0.01,100,4.17,"rain,snow",,,,12.2,39.4,1023.4,0.1,17.5,234.6,20.2,7,,2013-04-06T06:24:21,2013-04-06T19:42:25,0.92,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-07,52,30.8,41.4,52,30.8,39.4,27.2,61.1,0,0,0,,,,,9.4,152.8,1020.3,0.1,14,178.5,15.3,6,,2013-04-07T06:22:07,2013-04-07T19:44:06,0.96,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-08,51.5,39.5,43.8,51.5,32.7,38.6,31.7,63.4,0,0,0,,,,,14.2,82.5,1005.7,0.3,9.4,131.2,11.2,4,,2013-04-08T06:19:54,2013-04-08T19:45:46,0.99,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-09,49.2,39.5,43.7,44.5,34.2,39.1,38.4,81.6,0.05,100,8.33,rain,,,,12.7,74.8,997.5,0.4,5.5,70.9,6.1,2,,2013-04-09T06:17:41,2013-04-09T19:47:26,1,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-10,52.1,38,45,52.1,33.1,42.2,37.8,76.9,0,0,0,,,,,10.6,160.2,1003.6,0.2,3,124.6,10.7,5,,2013-04-10T06:15:29,2013-04-10T19:49:07,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03672099999,03781099999,03772099999,03770099999"
"London,UK",2013-04-11,53.9,43.4,46.5,53.9,38.4,43.4,43.6,89.6,0.41,100,12.5,rain,,,,12.3,114,997.1,0.2,7.2,102.7,8.7,4,,2013-04-11T06:13:17,2013-04-11T19:50:47,0.01,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03769099999,03672099999,03781099999,03772099999,03770099999"
